"Type";"Coverage";"OdName";"AREA";"AreaName";"REG";"RegName";"DEV";"DevName";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"country";"criterion"
"Emigrants";"Both";"British Virgin Islands";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"10";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Brunei Darussalam";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"100";"140";"160";"120";"100";"100";"140";"170";"420";"340";"370";"490";"530";"510";"520";"490";"660";"690";"760";"560";"590";"640";"660";"550";"580";"410";"430";"400";"420";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Bulgaria";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"10";"10";"10";"20";"10";"10";"10";"20";"20";"10";"10";"10";"70";"40";"40";"30";"30";"40";"50";"70";"60";"60";"60";"70";"80";"100";"70";"60";"60";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Burkina Faso";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"0";"10";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Burundi";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Cabo Verde";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Cambodia";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"10";"10";"20";"40";"280";"300";"140";"120";"130";"230";"270";"330";"380";"360";"420";"420";"210";"210";"190";"220";"280";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Cameroon";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"10";"10";"10";"10";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Canada";"905";"Northern America";"905";"Northern America";"901";"Developed regions";"2400";"2410";"2360";"2550";"2380";"2180";"2570";"2640";"2850";"3360";"3490";"3400";"3360";"3080";"3360";"3740";"4040";"4060";"4090";"3910";"4570";"4660";"4740";"4920";"5100";"4800";"5030";"5450";"6380";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Cayman Islands";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"0";"0";"10";"10";"20";"20";"30";"40";"20";"20";"40";"40";"60";"50";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Central African Republic";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Chad";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"10";"10";"0";"10";"10";"10";"0";"10";"10";"0";"0";"10";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Chile";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"250";"250";"170";"190";"200";"130";"190";"190";"270";"310";"450";"480";"550";"590";"570";"470";"440";"510";"480";"420";"410";"350";"440";"430";"540";"470";"530";"560";"590";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"China";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"100";"140";"230";"250";"320";"460";"510";"650";"1020";"1130";"1140";"2880";"4250";"5350";"3600";"4110";"4260";"5400";"6690";"7920";"8300";"8800";"10180";"12930";"9180";"9400";"10270";"11480";"12900";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"China, Hong Kong Special Administrative Region";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"2000";"2020";"1900";"2080";"2260";"2420";"2650";"3070";"3790";"4620";"6610";"9460";"10150";"9950";"10180";"10490";"10200";"11290";"10370";"10190";"11700";"12120";"12820";"12600";"8010";"8550";"8920";"8730";"8610";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"China, Macao Special Administrative Region";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"70";"30";"10";"10";"10";"20";"10";"40";"30";"60";"80";"130";"110";"150";"180";"150";"150";"160";"160";"100";"160";"130";"150";"200";"130";"120";"200";"240";"270";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"China, Taiwan Province of China";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"90";"70";"100";"120";"110";"140";"170";"250";"280";"410";"620";"1080";"1650";"1530";"1690";"1840";"2120";"2420";"2060";"2120";"2310";"2340";"2360";"2850";"2590";"2350";"2260";"2380";"2380";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Colombia";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"50";"40";"50";"50";"50";"20";"40";"30";"40";"40";"60";"60";"130";"110";"80";"90";"90";"120";"120";"100";"160";"220";"290";"410";"230";"210";"180";"270";"370";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Comoros";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Congo";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"10";"10";"10";"10";"10";"20";"10";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Cook Islands";"909";"Oceania";"957";"Polynesia";"902";"Developing regions";"20";"40";"20";"30";"40";"40";"70";"50";"80";"40";"90";"80";"90";"90";"90";"80";"70";"70";"90";"90";"130";"90";"80";"100";"160";"140";"160";"180";"90";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Costa Rica";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"0";"0";"0";"10";"0";"0";"10";"10";"10";"10";"10";"10";"20";"10";"20";"20";"30";"20";"20";"20";"10";"30";"20";"30";"30";"30";"20";"40";"30";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Côte d'Ivoire";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"10";"0";"0";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"10";"10";"0";"0";"10";"10";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Croatia";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"120";"180";"350";"410";"500";"570";"630";"440";"400";"360";"340";"360";"420";"400";"430";"450";"390";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Cuba";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"0";"0";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"10";"10";"10";"10";"0";"10";"10";"10";"0";"10";"10";"10";"10";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Cyprus";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"180";"180";"170";"220";"210";"240";"230";"220";"270";"220";"350";"340";"480";"390";"360";"330";"280";"240";"290";"280";"290";"230";"240";"230";"250";"220";"220";"220";"210";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Czech Republic";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"70";"180";"210";"210";"200";"180";"200";"160";"200";"220";"220";"230";"240";"220";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Democratic People's Republic of Korea";"935";"Asia";"906";"Eastern Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"10";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Democratic Republic of the Congo";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"10";"0";"10";"10";"10";"0";"10";"20";"20";"10";"20";"30";"10";"10";"10";"10";"10";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Denmark";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"190";"170";"240";"340";"290";"270";"280";"250";"310";"360";"460";"480";"400";"380";"390";"470";"470";"490";"430";"410";"410";"400";"390";"410";"390";"380";"400";"380";"400";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Djibouti";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Dominica";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"0";"0";"0";"10";"10";"0";"10";"0";"0";"10";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Dominican Republic";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"10";"10";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Ecuador";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"50";"20";"20";"30";"30";"20";"10";"40";"50";"20";"40";"30";"60";"30";"40";"40";"40";"40";"60";"40";"50";"50";"50";"60";"80";"50";"60";"70";"90";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Egypt";"903";"Africa";"912";"Northern Africa";"902";"Developing regions";"210";"180";"190";"230";"210";"220";"160";"190";"180";"190";"240";"190";"220";"230";"230";"240";"230";"300";"340";"350";"410";"380";"430";"350";"260";"280";"270";"330";"340";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"El Salvador";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"10";"10";"10";"20";"20";"70";"110";"90";"70";"70";"40";"30";"60";"40";"30";"20";"20";"30";"30";"40";"30";"30";"40";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Equatorial Guinea";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Eritrea";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"30";"20";"30";"10";"10";"20";"10";"10";"10";"0";"10";"10";"10";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Estonia";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"10";"20";"10";"20";"10";"10";"10";"10";"30";"10";"10";"20";"20";"50";"40";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Ethiopia";"903";"Africa";"910";"Eastern Africa";"902";"Developing regions";"0";"10";"10";"10";"10";"10";"20";"20";"20";"30";"0";"0";"0";"0";"20";"20";"30";"50";"50";"20";"40";"30";"20";"40";"30";"40";"40";"60";"90";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Faeroe Islands";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Falkland Islands (Malvinas)";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"10";"10";"10";"10";"10";"10";"0";"10";"10";"0";"10";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Fiji";"909";"Oceania";"928";"Melanesia";"902";"Developing regions";"980";"900";"990";"980";"1070";"1150";"1130";"1010";"1230";"1830";"1880";"2150";"2250";"2140";"1760";"1550";"1450";"1610";"1580";"1970";"1790";"2070";"2800";"2510";"2520";"2410";"2190";"2090";"2270";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Finland";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"180";"150";"130";"230";"180";"170";"110";"120";"180";"220";"250";"240";"190";"160";"170";"190";"190";"220";"210";"170";"220";"210";"180";"190";"150";"190";"210";"210";"190";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"France";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"840";"850";"890";"1000";"890";"990";"920";"970";"1050";"1190";"1340";"1480";"1360";"1310";"1210";"1270";"1320";"1520";"1440";"1390";"1530";"1540";"1720";"1710";"1720";"1870";"1960";"2390";"2490";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"French Guiana";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"French Polynesia";"909";"Oceania";"957";"Polynesia";"902";"Developing regions";"10";"30";"50";"10";"40";"40";"50";"50";"30";"40";"50";"50";"20";"40";"40";"40";"30";"50";"40";"50";"40";"50";"50";"40";"80";"120";"160";"140";"150";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Gabon";"903";"Africa";"911";"Middle Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"10";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Gambia";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"10";"0";"10";"10";"10";"0";"10";"0";"0";"0";"10";"0";"0";"0";"10";"10";"0";"0";"10";"0";"0";"0";"10";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Georgia";"935";"Asia";"922";"Western Asia";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"10";"20";"20";"20";"20";"10";"10";"0";"10";"20";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Germany";"908";"Europe";"926";"Western Europe";"901";"Developed regions";"1390";"1340";"1550";"1710";"1590";"1420";"1530";"1580";"1680";"1850";"1990";"2200";"2270";"1910";"1910";"1940";"2020";"2200";"2160";"2090";"2390";"2490";"2360";"2420";"2440";"2300";"2480";"2610";"3770";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Ghana";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"60";"50";"30";"50";"20";"40";"70";"40";"40";"40";"80";"70";"90";"100";"120";"120";"140";"160";"160";"150";"140";"90";"60";"80";"90";"90";"60";"110";"70";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Gibraltar";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"10";"10";"0";"10";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Greece";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"2390";"2090";"2260";"2600";"2810";"3120";"2730";"2430";"2450";"2530";"2580";"2310";"2330";"2180";"2160";"2000";"1850";"1790";"1930";"1780";"1760";"1490";"1430";"1250";"1350";"1170";"1090";"1010";"970";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Greenland";"905";"Northern America";"905";"Northern America";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Grenada";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Guadeloupe";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Guam";"909";"Oceania";"954";"Micronesia";"902";"Developing regions";"10";"10";"10";"10";"10";"20";"0";"0";"20";"20";"50";"90";"70";"80";"40";"40";"40";"30";"50";"30";"40";"60";"50";"50";"110";"80";"70";"50";"70";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Guatemala";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"20";"10";"20";"10";"10";"10";"10";"10";"10";"10";"10";"20";"10";"20";"10";"10";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Guinea";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"10";"10";"0";"0";"10";"0";"0";"0";"10";"0";"20";"10";"10";"20";"20";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Guinea-Bissau";"903";"Africa";"914";"Western Africa";"902";"Developing regions";"0";"0";"10";"0";"0";"10";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Guyana";"904";"Latin America and the Caribbean";"931";"South America";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"10";"0";"0";"0";"0";"10";"0";"10";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Haiti";"904";"Latin America and the Caribbean";"915";"Caribbean";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Holy See";"908";"Europe";"925";"Southern Europe";"901";"Developed regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Honduras";"904";"Latin America and the Caribbean";"916";"Central America";"902";"Developing regions";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"10";"10";"10";"10";"10";"10";"0";"10";"0";"10";"10";"10";"10";"10";"20";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Hungary";"908";"Europe";"923";"Eastern Europe";"901";"Developed regions";"40";"50";"60";"100";"70";"120";"100";"100";"110";"170";"180";"220";"280";"230";"200";"190";"230";"240";"240";"180";"190";"220";"210";"250";"190";"180";"190";"180";"180";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Iceland";"908";"Europe";"924";"Northern Europe";"901";"Developed regions";"10";"20";"20";"20";"10";"10";"10";"10";"10";"20";"20";"20";"30";"20";"20";"20";"10";"20";"20";"30";"10";"30";"10";"30";"20";"30";"40";"20";"20";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"India";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"740";"660";"750";"780";"770";"740";"760";"650";"780";"850";"890";"1050";"1320";"1120";"1190";"1520";"2030";"2740";"3060";"3570";"4640";"4200";"3150";"3970";"3370";"4010";"4530";"4890";"5360";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Indonesia";"935";"Asia";"920";"South-Eastern Asia";"902";"Developing regions";"1570";"1710";"1670";"1790";"1870";"1880";"1790";"1990";"2330";"2680";"3510";"4500";"4540";"4650";"5040";"5830";"6810";"7730";"5790";"7280";"8060";"7810";"7990";"7840";"7980";"7490";"6860";"6580";"6720";"..";"..";"..";"..";"..";"Australia";"Residence"
"Emigrants";"Both";"Iran (Islamic Republic of)";"935";"Asia";"5501";"Southern Asia";"902";"Developing regions";"40";"30";"30";"30";"20";"50";"60";"60";"60";"100";"140";"260";"350";"420";"690";"590";"760";"690";"350";"140";"190";"210";"210";"340";"250";"300";"360";"380";"350";"..";"..";"..";"..";"..";"Australia";"Residence"
